192.168.84.126	115514.0	504.87722045	10.0249271882	9.94493724657
192.168.84.127	43844.0	383.054135893	12.5945803637	4.48142022395
192.168.15.59	60505.0	250.041994166	10.6592597782	5.02444815549
192.168.15.58	63868.0	582.374324374	15.0054424023	18.8725592699
192.168.59.232	67146.0	202.517354056	5.81300743686	3.83135272572
192.168.53.168	279.0	47.6379928315	0.0	0.0
192.168.53.169	92380.0	475.363823601	5.62213528522	14.8678474513
192.168.15.57	60583.0	349.310416445	34.6873853102	8.46579995585
192.168.47.150	164562.0	306.62399871	11.0746266914	4.88279588132
192.168.47.151	63887.0	312.538872522	24.8481573344	6.4290701752
192.168.47.152	1041557.0	310.750474224	4.73102317572	6.37090668175
192.168.47.153	116888.0	475.127677288	10.0966543641	11.631956182
192.168.25.63	4465.0	62.0044812906	0.0	0.0
192.168.47.155	63755.0	414.613265435	45.4844598233	6.73723607301
192.168.47.156	38853.0	197.071417162	10.2417638867	3.13757839321
192.168.47.157	144988.0	150.781566552	7.50042180788	3.05090431985
192.168.47.158	145006.0	239.642418495	7.96607090118	4.43998117922
192.168.47.159	481211.0	156.740715459	35.6708401534	3.33227615215
192.168.58.103	68143.0	267.588166925	18.6610430115	4.29285283985
192.168.58.102	45562.0	233.128418878	3.48428600967	5.16686894155
192.168.58.100	177158.0	212.609631709	15.3955745111	3.27178913728
192.168.58.107	8524.0	206.640187772	2.37736334138	4.16698831834
192.168.58.106	12764.0	205.710068759	7.91113077212	7.78540122447
192.168.58.105	128796.0	251.659068293	5.79923992328	4.60680781842
192.168.58.104	33615.0	139.26632197	6.37690168395	2.6747838017
192.168.7.94	116751.0	204.658170003	16.7041328299	4.48927438918
192.168.7.97	14308.0	166.724184374	9.35048149238	3.25240205883
192.168.7.96	169217.0	235.748273712	11.8902481406	3.97348882034
192.168.7.91	20340.0	595.986352777	6.18667277364	15.2811261585
192.168.7.90	692.0	148.356356694	4.08389487871	5.85882749326
192.168.7.93	115236.0	282.360284605	25.2344318758	4.82743453779
192.168.17.113	8.0	54.0	0.0	0.0
192.168.17.112	35669.0	113.490325155	0.0166916858846	5.3047468797
192.168.17.111	5661.0	104.734635657	0.0	4.72110167916
192.168.17.110	327.0	139.957055215	0.0276073619632	6.9018404908
192.168.17.115	1497.0	39.6743045206	0.0362021857923	0.448087431694
192.168.17.114	166473.0	250.090395093	0.254704085337	4.12777236521
192.168.65.25	44053.0	149.961087028	3.9228208982	4.53056840868
192.168.65.22	21483.0	227.704376885	8.0188725335	8.32778084379
192.168.65.21	59812.0	315.000680655	14.33724627	6.57241662085
192.168.65.20	81430.0	341.869231949	24.0139731902	6.89531836134
192.168.93.44	194642.0	211.23454417	15.4640998633	6.71389033755
192.168.26.44	10536.0	237.437990441	0.0	0.712448996495
192.168.26.45	945.0	189.728437341	0.0	1.81100963978
192.168.26.46	1043.0	216.819755771	0.0	2.23256105721
192.168.26.47	1009.0	163.352819782	0.00435255712731	2.42311107776
192.168.26.40	1790.0	203.80545988	0.256601607348	2.44068120934
192.168.26.41	3492.0	213.616911059	0.0	1.01732501733
192.168.26.42	1534.0	175.490315638	0.298242467719	1.15028694405
192.168.26.43	352.0	127.602220167	0.0	3.90392493723
192.168.7.142	99513.0	319.312594518	22.0181779739	7.3793026522
