192.168.84.126	0.00133821099403	0.342729877674	0.120006792921	2.1552951032e-10	0.0166834405755	2.40597366702e-05
192.168.84.127	0.000507918456028	0.259867606523	0.150767698284	9.71226144981e-11	0.00506131479382	0.000108889748886
192.168.15.59	0.000700935115378	0.169394703178	0.127600286453	1.08891270375e-10	0.00711833862651	0.000140911366576
192.168.15.58	0.000739895263352	0.395442268451	0.179627740456	4.09011475596e-10	0.00671814917308	0.000211349640504
192.168.59.232	0.000777870691558	0.137069141652	0.069586578199	8.30341666684e-11	0.00831802389127	0.000123316305895
192.168.58.36	0.00202208149508	0.469297334138	0.0939040918752	6.09102413894e-10	0.0171912204998	0.000668728368289
192.168.58.37	0.000328097041561	0.167498462435	0.0584733996768	8.55043281297e-11	0.00307641042865	8.61066986764e-05
192.168.15.57	0.000701838740576	0.236915624632	0.415237117211	1.83473225996e-10	0.00680719463808	0.000166027271137
192.168.47.150	0.00190642905464	0.207880950837	0.132572577045	1.05821341976e-10	0.019963993252	0.000334584702715
192.168.47.151	0.000740115377182	0.211904161047	0.29745329973	1.3933263854e-10	0.00734190897581	0.000162498974008
192.168.47.152	0.0120663621419	0.210687718817	0.0566343184237	1.38072102756e-10	0.0925160303914	0.000599172168644
192.168.47.153	0.00135412869944	0.322494675774	0.120865427421	2.52091064812e-10	0.0125097839625	0.000369902492723
192.168.25.63	5.17151651965e-05	0.0414943513256	0.0	0.0	0.000656875884751	2.32124811097e-08
192.168.47.155	0.000738586165308	0.281333662475	0.544487161717	1.4601129758e-10	0.00785292691708	0.000114112557135
192.168.47.156	0.000450098028274	0.133364895439	0.122602510205	6.79984918872e-11	0.00486821123998	6.55288341726e-05
192.168.47.157	0.00167966546961	0.101879219577	0.0897863445606	6.61200667021e-11	0.018949610864	0.000188334465483
192.168.47.158	0.0016798739985	0.162321064694	0.0953605550526	9.62245357273e-11	0.0199604608699	0.000108413893023
192.168.47.159	0.00557478822675	0.105932545056	0.427009897152	7.22180371296e-11	0.0695091843406	0.00010355087823
192.168.58.103	0.000789420875183	0.181329351936	0.223388348097	9.3035928484e-11	0.00794521039898	0.000164297941294
192.168.58.102	0.000527821380268	0.15789033792	0.0417098280904	1.11977854184e-10	0.00516434260456	0.000121517338609
192.168.58.100	0.00205235293923	0.143933760541	0.184297949258	7.09071453289e-11	0.0252933275363	6.15711061434e-05
192.168.58.107	9.87384303247e-05	0.139873432534	0.0284590346493	9.0308156753e-11	0.000950210780183	2.36419120102e-05
192.168.58.106	0.000147858569311	0.139240779255	0.0947028755934	1.68727431049e-10	0.00167626248072	1.59585807629e-05
192.168.58.105	0.00149208214639	0.170494613226	0.0694217695056	9.98400501306e-11	0.0153371614543	0.000284468955999
192.168.58.104	0.000389416120725	0.0940467195023	0.0763368656444	5.79686757894e-11	0.0038667809196	8.52014119131e-05
192.168.7.94	0.00135254156288	0.138525293186	0.19996249068	9.72928322023e-11	0.0144559793073	0.000214994000038
192.168.7.97	0.000165745714262	0.112723153842	0.111933111842	7.04869830472e-11	0.00186141817487	1.92779655616e-05
192.168.7.96	0.00196035694307	0.159672324662	0.142336250388	8.61145805627e-11	0.0213907812481	0.000275265207239
192.168.7.91	0.000235626062933	0.404700970056	0.0740596659183	3.3117691509e-10	0.00274377778255	1.96145465377e-05
192.168.7.90	8.00519246209e-06	0.100229627486	0.0488876495378	1.26974176846e-10	9.36081251853e-05	6.49949471071e-07
192.168.7.93	0.00133499038114	0.191377129212	0.302077330213	1.04621535183e-10	0.0140715383907	0.000227621589762
192.168.17.113	8.10945690805e-08	0.0360498208284	0.0	0.0	1.17746069415e-06	0.0
192.168.17.112	0.00041321158428	0.0765142654107	0.000199813490297	1.14965984099e-10	0.00435822357683	7.03106052812e-05
192.168.17.111	6.55707515708e-05	0.0705587741346	0.0	1.02317059208e-10	0.000534419972559	2.35606683263e-05
192.168.17.110	3.77668993146e-06	0.0945165461008	0.000330483295091	1.49578651369e-10	4.79815232868e-05	1.16062405548e-08
192.168.17.115	1.73310679063e-05	0.0263056933704	0.000433370550438	9.71107834461e-12	0.00021547530703	3.8300593831e-07
192.168.17.114	0.001928567872	0.169427624777	0.00304902168876	8.94582574559e-11	0.0176617632297	0.000225056610599
192.168.65.25	0.000510339708162	0.101321141467	0.0469594587928	9.81877679451e-11	0.00566917887718	6.4240541471e-05
192.168.65.22	0.00024886764757	0.154200984297	0.0959926349108	1.80482036519e-10	0.00273671301839	3.35304289629e-05
192.168.65.21	0.000692906753039	0.213578646747	0.171628871898	1.42439283506e-10	0.00846402901734	2.56730041073e-05
192.168.65.20	0.000943349952236	0.231854240334	0.287467415347	1.49437301923e-10	0.0106202539135	0.000107125600321
